Name,URL
Cow / ಆಕಳು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=212&VarCode=1&Date=DATEHERE&CommName=Cow (For Each) / ಹಸು&VarName=Cow / ಆಕಳು
Ox (For Each) / ಎತ್ತು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=213&VarCode=1&Date=DATEHERE&CommName=Ox (For Each) / ಎತ್ತು&VarName=Ox / ಎತ್ತು
Ox / ಎತ್ತು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=213&VarCode=1&Date=DATEHERE&CommName=Ox (For Each) / ಎತ್ತು&VarName=Ox / ಎತ್ತು
Bull (For Each) / ಹೋರಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=214&VarCode=1&Date=DATEHERE&CommName=Bull (For Each) / ಹೋರಿ&VarName=Bull / ಹೋರಿ
Bull / ಹೋರಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=214&VarCode=1&Date=DATEHERE&CommName=Bull (For Each) / ಹೋರಿ&VarName=Bull / ಹೋರಿ
He Baffalo (For Each) / ಕೋಣ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=216&VarCode=1&Date=DATEHERE&CommName=He Baffalo (For Each) / ಕೋಣ&VarName=He Baffelo / ಕೋಣ
He Baffelo / ಕೋಣ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=216&VarCode=1&Date=DATEHERE&CommName=He Baffalo (For Each) / ಕೋಣ&VarName=He Baffelo / ಕೋಣ
She Baffalo (For Each) / ಎಮ್ಮೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=217&VarCode=1&Date=DATEHERE&CommName=She Baffalo (For Each) / ಎಮ್ಮೆ&VarName=She Baffelo / ಎಮ್ಮೆ
She Baffelo / ಎಮ್ಮೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=217&VarCode=1&Date=DATEHERE&CommName=She Baffalo (For Each) / ಎಮ್ಮೆ&VarName=She Baffelo / ಎಮ್ಮೆ
Sheep (For Each) / ಕುರಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=218&VarCode=1&Date=DATEHERE&CommName=Sheep (For Each) / ಕುರಿ&VarName=Sheep Small / ಕುರಿ ಚಿಕ್ಕದು
Sheep Small / ಕುರಿ ಚಿಕ್ಕದು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=218&VarCode=1&Date=DATEHERE&CommName=Sheep (For Each) / ಕುರಿ&VarName=Sheep Small / ಕುರಿ ಚಿಕ್ಕದು
Sheep Medium / ಕುರಿ ಮಧ್ಯಮ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=218&VarCode=2&Date=DATEHERE&CommName=Sheep (For Each) / ಕುರಿ&VarName=Sheep Medium / ಕುರಿ ಮಧ್ಯಮ
Sheep Large / ಕುರಿ ದೊಡ್ಡದು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=218&VarCode=3&Date=DATEHERE&CommName=Sheep (For Each) / ಕುರಿ&VarName=Sheep Large / ಕುರಿ ದೊಡ್ಡದು
Goat (For Each) / ಮೇಕೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=219&VarCode=1&Date=DATEHERE&CommName=Goat (For Each) / ಮೇಕೆ&VarName=Goat / ಆಡು
Goat / ಆಡು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=219&VarCode=1&Date=DATEHERE&CommName=Goat (For Each) / ಮೇಕೆ&VarName=Goat / ಆಡು
Ram (For Each) / ಟಗರು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=282&VarCode=1&Date=DATEHERE&CommName=Ram (For Each) / ಟಗರು&VarName=Ram / ಟಗರು
Ram / ಟಗರು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=282&VarCode=1&Date=DATEHERE&CommName=Ram (For Each) / ಟಗರು&VarName=Ram / ಟಗರು
Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ) ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=10&VarCode=1&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Big (With Shell) / ಶೇಂಗಾ
Big (With Shell) / ಶೇಂಗಾ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=10&VarCode=1&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Big (With Shell) / ಶೇಂಗಾ
Gungri (With Shell) / ಗುಂಗ್ರಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=10&VarCode=4&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Gungri (With Shell) / ಗುಂಗ್ರಿ
Balli/Habbu / ಶೇಂಗಾ ಹಬ್ಬು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=10&VarCode=15&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Balli/Habbu / ಶೇಂಗಾ ಹಬ್ಬು
Gejje / ಶೇಂಗಾ ಗೆಜ್ಜೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=10&VarCode=16&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Gejje / ಶೇಂಗಾ ಗೆಜ್ಜೆ
Natte / ನಾಟಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=10&VarCode=19&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Natte / ನಾಟಿ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=10&VarCode=999&Date=DATEHERE&CommName=Groundnut / ನೆಲಗಡಲೆ (ಶೇಂಗಾ)&VarName=Other / ಇತರೆ
Sesamum / ಎಳ್ಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=11&VarCode=8&Date=DATEHERE&CommName=Sesamum / ಎಳ್ಳು&VarName=White / ಬಿಳಿ
White / ಬಿಳಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=11&VarCode=8&Date=DATEHERE&CommName=Sesamum / ಎಳ್ಳು&VarName=White / ಬಿಳಿ
Black / ಕಪ್ಪು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=11&VarCode=9&Date=DATEHERE&CommName=Sesamum / ಎಳ್ಳು&VarName=Black / ಕಪ್ಪು
Mustard / ಸಾಸುವೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=12&VarCode=999&Date=DATEHERE&CommName=Mustard / ಸಾಸುವೆ&VarName=Other / ಇತರೆ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=12&VarCode=999&Date=DATEHERE&CommName=Mustard / ಸಾಸುವೆ&VarName=Other / ಇತರೆ
Soyabeen / ಸೋಯಾಬಿನ್,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=13&VarCode=5&Date=DATEHERE&CommName=Soyabeen / ಸೋಯಾಬಿನ್&VarName=Soyabeen / ಸೋಯಾಬಿನ್
Soyabeen / ಸೋಯಾಬಿನ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=13&VarCode=5&Date=DATEHERE&CommName=Soyabeen / ಸೋಯಾಬಿನ್&VarName=Soyabeen / ಸೋಯಾಬಿನ್
Sunflower / ಸೂರ್ಯ ಕಾಂತಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=14&VarCode=3&Date=DATEHERE&CommName=Sunflower / ಸೂರ್ಯ ಕಾಂತಿ&VarName=Sunflower / ಸೂರ್ಯಪಾನ
Sunflower / ಸೂರ್ಯಪಾನ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=14&VarCode=3&Date=DATEHERE&CommName=Sunflower / ಸೂರ್ಯ ಕಾಂತಿ&VarName=Sunflower / ಸೂರ್ಯಪಾನ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=14&VarCode=11&Date=DATEHERE&CommName=Sunflower / ಸೂರ್ಯ ಕಾಂತಿ&VarName=Local / ಸ್ಥಳೀಯ
Hybrid / ಹೈಬ್ರಿಡ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=14&VarCode=12&Date=DATEHERE&CommName=Sunflower / ಸೂರ್ಯ ಕಾಂತಿ&VarName=Hybrid / ಹೈಬ್ರಿಡ್
Safflower / ಕುಸುಬೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=59&VarCode=4&Date=DATEHERE&CommName=Safflower / ಕುಸುಬೆ&VarName=Safflower / ಸಾಫ್ ಫ್ಲವರ್
Safflower / ಸಾಫ್ ಫ್ಲವರ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=59&VarCode=4&Date=DATEHERE&CommName=Safflower / ಕುಸುಬೆ&VarName=Safflower / ಸಾಫ್ ಫ್ಲವರ್
Linseed / ಅಗಸ ಬೀಜ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=67&VarCode=999&Date=DATEHERE&CommName=Linseed / ಅಗಸ ಬೀಜ&VarName=Other / ಇತರೆ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=67&VarCode=999&Date=DATEHERE&CommName=Linseed / ಅಗಸ ಬೀಜ&VarName=Other / ಇತರೆ
Gingelly / ಎಳ್ಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=118&VarCode=999&Date=DATEHERE&CommName=Gingelly / ಎಳ್ಳು&VarName=Other / ಇತರೆ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=118&VarCode=999&Date=DATEHERE&CommName=Gingelly / ಎಳ್ಳು&VarName=Other / ಇತರೆ
Castor Seed / ಹರಳು ಬೀಜ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=123&VarCode=1&Date=DATEHERE&CommName=Castor Seed / ಹರಳು ಬೀಜ&VarName=Castor seed / ಕ್ಯಾಸ್ಟೊರ್ ಸೀಡ್
Castor seed / ಕ್ಯಾಸ್ಟೊರ್ ಸೀಡ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=123&VarCode=1&Date=DATEHERE&CommName=Castor Seed / ಹರಳು ಬೀಜ&VarName=Castor seed / ಕ್ಯಾಸ್ಟೊರ್ ಸೀಡ್
Honge Seed / ಹೊಂಗೆ ಬೀಜ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=124&VarCode=1&Date=DATEHERE&CommName=Honge Seed / ಹೊಂಗೆ ಬೀಜ&VarName=Honge Seed / ಹೊಂಗೆ ಬೀಜ
Honge Seed / ಹೊಂಗೆ ಬೀಜ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=124&VarCode=1&Date=DATEHERE&CommName=Honge Seed / ಹೊಂಗೆ ಬೀಜ&VarName=Honge Seed / ಹೊಂಗೆ ಬೀಜ
Copra / ಕೊಬ್ಬರಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=129&VarCode=1&Date=DATEHERE&CommName=Copra / ಕೊಬ್ಬರಿ&VarName=Copra / ಕೊಬ್ಬರಿ
Copra / ಕೊಬ್ಬರಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=129&VarCode=1&Date=DATEHERE&CommName=Copra / ಕೊಬ್ಬರಿ&VarName=Copra / ಕೊಬ್ಬರಿ
Small / ಸಣ್ಣ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=129&VarCode=3&Date=DATEHERE&CommName=Copra / ಕೊಬ್ಬರಿ&VarName=Small / ಸಣ್ಣ
Ball / ಬಾಲ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=129&VarCode=5&Date=DATEHERE&CommName=Copra / ಕೊಬ್ಬರಿ&VarName=Ball / ಬಾಲ್
Milling / ಮಿಲ್ಲಿಂಗ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=129&VarCode=6&Date=DATEHERE&CommName=Copra / ಕೊಬ್ಬರಿ&VarName=Milling / ಮಿಲ್ಲಿಂಗ್
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=129&VarCode=999&Date=DATEHERE&CommName=Copra / ಕೊಬ್ಬರಿ&VarName=Other / ಇತರೆ
Groundnut Seed / ಕಡಲೆಕಾಯಿ ಬೀಜ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=268&VarCode=1&Date=DATEHERE&CommName=Groundnut Seed / ಕಡಲೆಕಾಯಿ ಬೀಜ&VarName=Ground Nut Seed / ಕಡ್ಲೆಕಾಯಿ ಬೀಜ
Ground Nut Seed / ಕಡ್ಲೆಕಾಯಿ ಬೀಜ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=268&VarCode=1&Date=DATEHERE&CommName=Groundnut Seed / ಕಡಲೆಕಾಯಿ ಬೀಜ&VarName=Ground Nut Seed / ಕಡ್ಲೆಕಾಯಿ ಬೀಜ
Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=37&VarCode=1&Date=DATEHERE&CommName=Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ&VarName=IISort  without Husk / ll ಸರಟ್ ವಿತೌಟ್ ಹಸ್ಕ್
IISort  without Husk / ll ಸರಟ್ ವಿತೌಟ್ ಹಸ್ಕ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=37&VarCode=1&Date=DATEHERE&CommName=Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ&VarName=IISort  without Husk / ll ಸರಟ್ ವಿತೌಟ್ ಹಸ್ಕ್
Grade- II / ಗ್ರೇಡ್-ll (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=37&VarCode=3&Date=DATEHERE&CommName=Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ&VarName=Grade- II / ಗ್ರೇಡ್-ll
Coconut / ತೆಂಗಿನಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=37&VarCode=6&Date=DATEHERE&CommName=Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ&VarName=Coconut / ತೆಂಗಿನಕಾಯಿ
Big / ದೊಡ್ಡದು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=37&VarCode=7&Date=DATEHERE&CommName=Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ&VarName=Big / ದೊಡ್ಡದು
Medium / ಮಧ್ಯಮ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=37&VarCode=8&Date=DATEHERE&CommName=Coconut (Per 1000) / ತೆಂಗಿನಕಾಯಿ&VarName=Medium / ಮಧ್ಯಮ
Jaggery / ಬೆಲ್ಲ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=151&VarCode=1&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Achhu / ಅಚ್ಚು
Achhu / ಅಚ್ಚು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=1&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Achhu / ಅಚ್ಚು
Mudde / ಮುದ್ದೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=2&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Mudde / ಮುದ್ದೆ
Unde / ಉಂಡೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=3&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Unde / ಉಂಡೆ
Yellow / ಹಳದಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=5&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Yellow / ಹಳದಿ
Kurikatu / ಕುರಿಕಟ್ಟು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=7&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Kurikatu / ಕುರಿಕಟ್ಟು
PENTI / ಪೆಂಟಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=16&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=PENTI / ಪೆಂಟಿ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=151&VarCode=999&Date=DATEHERE&CommName=Jaggery / ಬೆಲ್ಲ&VarName=Other / ಇತರೆ
Tender Coconut / ಎಳನೀರು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=200&VarCode=1&Date=DATEHERE&CommName=Tender Coconut / ಎಳನೀರು&VarName=Tender Coconut / ಎಳನೀರು
Tender Coconut / ಎಳನೀರು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=200&VarCode=1&Date=DATEHERE&CommName=Tender Coconut / ಎಳನೀರು&VarName=Tender Coconut / ಎಳನೀರು
Coco Brooms / ತೆಂಗಿನ ಕಡ್ಡಿ (ಸೀಗು),MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=296&VarCode=1&Date=DATEHERE&CommName=Coco Brooms / ತೆಂಗಿನ ಕಡ್ಡಿ (ಸೀಗು)&VarName=Coco Brooms / ತೆಂಗಿನ ಕಡ್ಡಿ (ಸೀಗು)
Coco Brooms / ತೆಂಗಿನ ಕಡ್ಡಿ (ಸೀಗು) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=296&VarCode=1&Date=DATEHERE&CommName=Coco Brooms / ತೆಂಗಿನ ಕಡ್ಡಿ (ಸೀಗು)&VarName=Coco Brooms / ತೆಂಗಿನ ಕಡ್ಡಿ (ಸೀಗು)
Arecanut / ಅಡಿಕೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=140&VarCode=3&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Sippegotu / ಸಿಪ್ಪೆಗೋಟು
Sippegotu / ಸಿಪ್ಪೆಗೋಟು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=3&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Sippegotu / ಸಿಪ್ಪೆಗೋಟು
Bilegotu / ಬಿಳೆ ಗೋಟು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=4&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Bilegotu / ಬಿಳೆ ಗೋಟು
Api / ಅಪಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=5&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Api / ಅಪಿ
Kempugotu / ಕೆಂಪುಗೋಟು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=6&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Kempugotu / ಕೆಂಪುಗೋಟು
Coca / ಕೋಕ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=7&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Coca / ಕೋಕ
Bette / ಬೆಟ್ಟೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=8&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Bette / ಬೆಟ್ಟೆ
Saraku / ಸರಕು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=9&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Saraku / ಸರಕು
Gorabalu / ಗೊರಬಲು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=10&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Gorabalu / ಗೊರಬಲು
Tattibettee / ತಟ್ಟಿಬೆಟ್ಟೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=14&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Tattibettee / ತಟ್ಟಿಬೆಟ್ಟೆ
Chippu / ಚಿಪ್ಪು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=15&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Chippu / ಚಿಪ್ಪು
Rashi / ರಾಶಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=16&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Rashi / ರಾಶಿ
Factory / ಫ್ಯಾಕ್ಟರಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=18&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Factory / ಫ್ಯಾಕ್ಟರಿ
New Variety / ನ್ಯೂ ವೆರೈಟಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=20&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=New Variety / ನ್ಯೂ ವೆರೈಟಿ
EDI / ಈಡಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=21&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=EDI / ಈಡಿ
Old Variety / ವೋಲ್ಡ್ ವೆರೈಟಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=24&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Old Variety / ವೋಲ್ಡ್ ವೆರೈಟಿ
Chali / ಚಾಲಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=25&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Chali / ಚಾಲಿ
Hosa Chali / ಹೊಸ ಚಾಲಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=28&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Hosa Chali / ಹೊಸ ಚಾಲಿ
Hale Chali / ಹಳೆ ಚಾಲಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=29&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Hale Chali / ಹಳೆ ಚಾಲಿ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=140&VarCode=999&Date=DATEHERE&CommName=Arecanut / ಅಡಿಕೆ&VarName=Other / ಇತರೆ
Betal Leaves / ವೀಳ್ಯೆದೆಲೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=143&VarCode=4&Date=DATEHERE&CommName=Betal Leaves / ವೀಳ್ಯೆದೆಲೆ&VarName=Local / ಸ್ಥಳೀಯ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=143&VarCode=4&Date=DATEHERE&CommName=Betal Leaves / ವೀಳ್ಯೆದೆಲೆ&VarName=Local / ಸ್ಥಳೀಯ
Bengalgram / ಕಡಲೆಕಾಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=6&VarCode=1&Date=DATEHERE&CommName=Bengalgram / ಕಡಲೆಕಾಳು&VarName=Average(Whole) / ಆವರೇಜ್ (ಇಡಿ)
Average(Whole) / ಆವರೇಜ್ (ಇಡಿ) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=6&VarCode=1&Date=DATEHERE&CommName=Bengalgram / ಕಡಲೆಕಾಳು&VarName=Average(Whole) / ಆವರೇಜ್ (ಇಡಿ)
Jawari/Local / ಜವರಿ / ಸ್ಥಳಿಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=6&VarCode=22&Date=DATEHERE&CommName=Bengalgram / ಕಡಲೆಕಾಳು&VarName=Jawari/Local / ಜವರಿ / ಸ್ಥಳಿಯ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=6&VarCode=999&Date=DATEHERE&CommName=Bengalgram / ಕಡಲೆಕಾಳು&VarName=Other / ಇತರೆ
Blackgram / ಉದ್ದಿನಕಾಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=8&VarCode=10&Date=DATEHERE&CommName=Blackgram / ಉದ್ದಿನಕಾಳು&VarName=Black Gram (Whole) / ಉದ್ದಿನ ಕಾಳು
Black Gram (Whole) / ಉದ್ದಿನ ಕಾಳು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=8&VarCode=10&Date=DATEHERE&CommName=Blackgram / ಉದ್ದಿನಕಾಳು&VarName=Black Gram (Whole) / ಉದ್ದಿನ ಕಾಳು
Greengram / ಹೆಸರುಕಾಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=9&VarCode=1&Date=DATEHERE&CommName=Greengram / ಹೆಸರುಕಾಳು&VarName=Green Gram (Whole) / ಹೆಸರುಕಾಳು
Green Gram (Whole) / ಹೆಸರುಕಾಳು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=9&VarCode=1&Date=DATEHERE&CommName=Greengram / ಹೆಸರುಕಾಳು&VarName=Green Gram (Whole) / ಹೆಸರುಕಾಳು
Local (Whole) / ಸ್ಥಳೀಯ (ವೋಲ್) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=9&VarCode=4&Date=DATEHERE&CommName=Greengram / ಹೆಸರುಕಾಳು&VarName=Local (Whole) / ಸ್ಥಳೀಯ (ವೋಲ್)
Jawari/Local / ಜವರಿ / ಸ್ಥಳಿಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=9&VarCode=17&Date=DATEHERE&CommName=Greengram / ಹೆಸರುಕಾಳು&VarName=Jawari/Local / ಜವರಿ / ಸ್ಥಳಿಯ
Green Peas / ಬಟಾಣಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=50&VarCode=1&Date=DATEHERE&CommName=Green Peas / ಬಟಾಣಿ&VarName=Green Peas / ಹಸಿ ಬಟಾಣಿ
Green Peas / ಹಸಿ ಬಟಾಣಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=50&VarCode=1&Date=DATEHERE&CommName=Green Peas / ಬಟಾಣಿ&VarName=Green Peas / ಹಸಿ ಬಟಾಣಿ
Avare / ಅವರೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=91&VarCode=1&Date=DATEHERE&CommName=Avare / ಅವರೆ&VarName=Avare (Whole) / ಅವರೆ (ವೋಲ್)
Avare (Whole) / ಅವರೆ (ವೋಲ್) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=91&VarCode=1&Date=DATEHERE&CommName=Avare / ಅವರೆ&VarName=Avare (Whole) / ಅವರೆ (ವೋಲ್)
